hour,hour_sin,hour_cos,day_of_week,day_sin,day_cos,month,month_sin,month_cos,is_weekend,road_type,city_zone,weather_condition,temperature_c,vehicle_count,average_speed_kmh,signal_cycle_time,road_capacity_utilization,incident_reported,school_zone,construction_zone,public_event_nearby,congestion_level
12,0.0,-1.0,1,0.78183,0.62349,4,0.86603,-0.5,0,highway,residential,clear,19.24,4985,105.05,63.3,0.9864,0,0,0,0,severe
12,0.0,-1.0,1,0.78183,0.62349,11,-0.5,0.86603,0,arterial,industrial,fog,10.09,2654,35.57,124.2,1.0,0,0,0,0,severe
14,-0.5,-0.86603,6,-0.78183,0.62349,3,1.0,0.0,1,local,residential,clear,13.92,0,35.6,152.3,0.5571,0,0,0,0,high
12,0.0,-1.0,3,0.43388,-0.90097,5,0.5,-0.86603,0,arterial,CBD,clear,26.12,3165,51.28,89.6,0.8888,0,0,0,0,severe
15,-0.70711,-0.70711,5,-0.97493,-0.22252,2,0.86603,0.5,1,local,industrial,clear,7.64,706,42.91,61.8,0.6255,0,0,0,0,moderate
19,-0.96593,0.25882,6,-0.78183,0.62349,9,-1.0,-0.0,1,expressway,CBD,snow,31.35,326,43.88,158.6,1.0,0,0,0,0,high
1,0.25882,0.96593,6,-0.78183,0.62349,2,0.86603,0.5,1,expressway,industrial,clear,11.26,684,117.54,144.5,0.1453,0,0,0,0,low
2,0.5,0.86603,5,-0.97493,-0.22252,10,-0.86603,0.5,1,highway,residential,snow,13.74,663,58.5,99.3,0.139,0,0,1,0,low
5,0.96593,0.25882,5,-0.97493,-0.22252,11,-0.5,0.86603,1,highway,airport,clear,7.22,0,113.92,119.2,0.0647,0,0,0,0,low
23,-0.25882,0.96593,0,0.0,1.0,6,0.0,-1.0,0,local,airport,rain,24.33,201,29.48,106.3,0.5478,1,0,0,0,low
16,-0.86603,-0.5,0,0.0,1.0,12,-0.0,1.0,0,local,industrial,clear,1.12,1021,30.51,109.9,1.0,0,0,0,0,severe
12,0.0,-1.0,1,0.78183,0.62349,2,0.86603,0.5,0,local,residential,fog,8.24,870,35.66,84.7,1.0,0,1,1,0,severe
4,0.86603,0.5,6,-0.78183,0.62349,8,-0.86603,-0.5,1,expressway,residential,rain,33.05,513,93.27,118.5,0.2041,0,0,0,0,low
7,0.96593,-0.25882,5,-0.97493,-0.22252,4,0.86603,-0.5,1,expressway,airport,clear,19.66,5943,92.48,58.6,0.826,0,1,0,0,severe
10,0.5,-0.86603,1,0.78183,0.62349,9,-1.0,-0.0,0,arterial,suburban,clear,21.86,4305,96.18,102.3,1.0,0,0,0,1,severe
3,0.70711,0.70711,6,-0.78183,0.62349,4,0.86603,-0.5,1,expressway,airport,clear,11.59,326,124.81,129.6,0.1093,0,0,0,0,low
4,0.86603,0.5,6,-0.78183,0.62349,7,-0.5,-0.86603,1,arterial,residential,clear,34.91,359,114.54,120.7,0.0482,0,0,0,0,low
18,-1.0,-0.0,4,-0.43388,-0.90097,10,-0.86603,0.5,0,expressway,CBD,storm,14.5,7812,48.96,58.8,0.9791,0,0,0,0,severe
14,-0.5,-0.86603,4,-0.43388,-0.90097,5,0.5,-0.86603,0,local,suburban,clear,27.18,286,38.53,150.2,0.7326,0,0,0,0,high
8,0.86603,-0.5,1,0.78183,0.62349,1,0.5,0.86603,0,local,residential,fog,7.54,1330,18.9,90.0,0.9344,0,0,0,0,severe
16,-0.86603,-0.5,1,0.78183,0.62349,2,0.86603,0.5,0,arterial,industrial,clear,16.15,3453,55.49,56.6,1.0,0,0,0,0,severe
6,1.0,0.0,2,0.97493,-0.22252,8,-0.86603,-0.5,0,arterial,suburban,storm,23.91,1409,61.09,73.5,0.7058,1,0,0,0,severe
22,-0.5,0.86603,3,0.43388,-0.90097,1,0.5,0.86603,0,expressway,CBD,fog,3.45,790,105.94,169.4,0.1631,0,0,0,0,moderate
10,0.5,-0.86603,6,-0.78183,0.62349,9,-1.0,-0.0,1,highway,suburban,fog,20.19,2054,83.6,82.3,0.5427,0,0,1,0,severe
20,-0.86603,0.5,3,0.43388,-0.90097,10,-0.86603,0.5,0,highway,suburban,clear,19.56,2130,114.02,178.1,0.7302,0,0,0,0,severe
13,-0.25882,-0.96593,0,0.0,1.0,5,0.5,-0.86603,0,highway,suburban,snow,24.78,6124,64.93,161.9,0.9828,0,0,0,0,severe
0,0.0,1.0,2,0.97493,-0.22252,8,-0.86603,-0.5,0,highway,suburban,rain,26.7,872,98.12,131.3,0.06,0,0,0,0,low
20,-0.86603,0.5,1,0.78183,0.62349,3,1.0,0.0,0,expressway,suburban,clear,14.42,3417,118.18,132.6,1.0,0,0,1,0,high
22,-0.5,0.86603,4,-0.43388,-0.90097,4,0.86603,-0.5,0,expressway,airport,clear,13.97,1366,121.96,126.0,0.1843,0,0,0,0,moderate
17,-0.96593,-0.25882,1,0.78183,0.62349,8,-0.86603,-0.5,0,highway,residential,snow,35.93,6149,93.32,116.1,1.0,0,1,0,0,severe
9,0.70711,-0.70711,4,-0.43388,-0.90097,2,0.86603,0.5,0,highway,CBD,clear,11.33,7048,100.64,81.6,0.9542,0,0,0,0,high
16,-0.86603,-0.5,6,-0.78183,0.62349,12,-0.0,1.0,1,highway,industrial,clear,6.52,2017,67.68,93.6,1.0,0,0,0,0,severe
9,0.70711,-0.70711,6,-0.78183,0.62349,8,-0.86603,-0.5,1,highway,industrial,clear,22.52,4661,94.36,60.3,1.0,0,0,0,0,severe
6,1.0,0.0,6,-0.78183,0.62349,7,-0.5,-0.86603,1,expressway,residential,clear,30.99,3141,109.85,98.7,0.7127,0,0,0,0,high
21,-0.70711,0.70711,5,-0.97493,-0.22252,5,0.5,-0.86603,1,expressway,industrial,clear,22.45,2703,118.17,161.6,0.6096,0,0,0,0,high
9,0.70711,-0.70711,0,0.0,1.0,10,-0.86603,0.5,0,local,CBD,rain,21.49,800,25.83,146.0,1.0,0,0,1,0,severe
4,0.86603,0.5,4,-0.43388,-0.90097,3,1.0,0.0,0,expressway,airport,fog,13.74,329,78.07,89.3,0.108,0,0,0,0,low
4,0.86603,0.5,1,0.78183,0.62349,7,-0.5,-0.86603,0,highway,industrial,clear,33.86,729,66.88,101.8,0.2959,0,0,0,0,moderate
21,-0.70711,0.70711,0,0.0,1.0,1,0.5,0.86603,0,expressway,industrial,clear,8.44,4167,107.07,105.7,1.0,0,0,0,0,severe
15,-0.70711,-0.70711,6,-0.78183,0.62349,9,-1.0,-0.0,1,highway,industrial,clear,27.53,2283,119.11,64.5,0.741,0,0,0,0,moderate
3,0.70711,0.70711,2,0.97493,-0.22252,12,-0.0,1.0,0,arterial,residential,snow,13.0,0,43.58,95.3,0.226,0,0,0,0,low
0,0.0,1.0,2,0.97493,-0.22252,12,-0.0,1.0,0,expressway,suburban,clear,6.71,1404,123.09,93.2,0.2477,0,0,0,0,low
9,0.70711,-0.70711,1,0.78183,0.62349,9,-1.0,-0.0,0,expressway,CBD,clear,28.12,9661,103.68,66.2,0.9637,0,0,0,1,high
9,0.70711,-0.70711,5,-0.97493,-0.22252,12,-0.0,1.0,1,expressway,CBD,fog,8.84,5139,85.78,130.9,1.0,0,0,0,0,severe
8,0.86603,-0.5,2,0.97493,-0.22252,3,1.0,0.0,0,local,CBD,storm,17.86,1448,36.27,121.7,0.9895,0,0,0,0,severe
3,0.70711,0.70711,1,0.78183,0.62349,4,0.86603,-0.5,0,expressway,CBD,rain,25.88,974,93.44,78.7,0.311,0,0,1,0,low
0,0.0,1.0,3,0.43388,-0.90097,2,0.86603,0.5,0,local,suburban,clear,11.09,369,47.76,84.1,0.2097,0,0,0,0,low
21,-0.70711,0.70711,6,-0.78183,0.62349,7,-0.5,-0.86603,1,expressway,industrial,clear,33.43,1658,99.42,54.1,0.4485,0,0,0,0,low
8,0.86603,-0.5,2,0.97493,-0.22252,3,1.0,0.0,0,local,industrial,rain,13.26,1180,40.55,100.0,0.9046,0,0,0,0,severe
1,0.25882,0.96593,1,0.78183,0.62349,3,1.0,0.0,0,local,residential,clear,14.95,0,46.06,69.7,0.2148,0,0,0,0,low
15,-0.70711,-0.70711,2,0.97493,-0.22252,12,-0.0,1.0,0,local,CBD,clear,9.59,0,36.42,114.6,0.6153,0,1,0,0,high
19,-0.96593,0.25882,4,-0.43388,-0.90097,1,0.5,0.86603,0,expressway,CBD,clear,6.42,1619,29.85,120.2,1.0,0,0,0,0,high
13,-0.25882,-0.96593,3,0.43388,-0.90097,6,0.0,-1.0,0,highway,residential,clear,26.7,4441,106.07,119.7,0.9094,0,0,0,0,severe
2,0.5,0.86603,1,0.78183,0.62349,10,-0.86603,0.5,0,arterial,residential,clear,20.2,687,55.57,151.4,0.4081,0,1,0,0,low
0,0.0,1.0,6,-0.78183,0.62349,4,0.86603,-0.5,1,highway,CBD,clear,10.76,678,111.82,99.2,0.0524,1,0,0,0,moderate
20,-0.86603,0.5,4,-0.43388,-0.90097,7,-0.5,-0.86603,0,local,CBD,rain,31.03,429,26.93,118.8,0.7287,0,0,0,0,high
16,-0.86603,-0.5,5,-0.97493,-0.22252,3,1.0,0.0,1,local,residential,clear,14.88,1156,33.75,88.1,0.9322,0,0,0,0,high
8,0.86603,-0.5,3,0.43388,-0.90097,10,-0.86603,0.5,0,arterial,CBD,clear,15.02,3090,52.89,105.4,0.9487,0,0,1,0,severe
9,0.70711,-0.70711,2,0.97493,-0.22252,1,0.5,0.86603,0,local,industrial,clear,7.18,460,32.54,162.6,0.9307,0,0,0,0,severe
23,-0.25882,0.96593,6,-0.78183,0.62349,3,1.0,0.0,1,highway,suburban,fog,17.96,921,115.53,49.6,0.3015,0,0,0,0,low
9,0.70711,-0.70711,0,0.0,1.0,1,0.5,0.86603,0,expressway,residential,snow,5.87,5585,59.79,145.5,0.9454,1,1,0,0,severe
23,-0.25882,0.96593,6,-0.78183,0.62349,12,-0.0,1.0,1,local,industrial,rain,10.9,63,26.7,100.5,0.1516,0,0,0,0,low
6,1.0,0.0,5,-0.97493,-0.22252,7,-0.5,-0.86603,1,local,suburban,fog,28.11,0,36.43,127.9,0.6964,0,0,1,1,high
13,-0.25882,-0.96593,5,-0.97493,-0.22252,12,-0.0,1.0,1,expressway,airport,clear,15.9,4035,71.01,57.0,0.9322,1,1,1,0,severe
15,-0.70711,-0.70711,2,0.97493,-0.22252,10,-0.86603,0.5,0,arterial,industrial,rain,27.24,1696,93.71,90.6,0.3702,0,0,0,0,moderate
22,-0.5,0.86603,1,0.78183,0.62349,5,0.5,-0.86603,0,local,residential,clear,16.97,310,49.81,132.1,0.3351,1,0,0,0,high
13,-0.25882,-0.96593,0,0.0,1.0,10,-0.86603,0.5,0,highway,airport,clear,16.71,4090,94.14,53.0,0.9357,0,0,0,0,severe
5,0.96593,0.25882,6,-0.78183,0.62349,9,-1.0,-0.0,1,highway,residential,snow,19.98,985,57.81,101.1,0.1637,0,1,0,0,low
14,-0.5,-0.86603,4,-0.43388,-0.90097,9,-1.0,-0.0,0,local,CBD,storm,25.54,530,10.72,99.6,0.6208,0,0,0,0,severe
2,0.5,0.86603,4,-0.43388,-0.90097,8,-0.86603,-0.5,0,arterial,suburban,clear,26.73,324,53.81,61.0,0.1621,0,0,0,0,low
13,-0.25882,-0.96593,2,0.97493,-0.22252,11,-0.5,0.86603,0,expressway,suburban,rain,18.04,4950,80.5,124.0,1.0,0,0,0,0,severe
15,-0.70711,-0.70711,4,-0.43388,-0.90097,10,-0.86603,0.5,0,highway,residential,fog,20.59,3624,85.59,84.1,1.0,0,0,0,0,severe
14,-0.5,-0.86603,5,-0.97493,-0.22252,6,0.0,-1.0,1,expressway,suburban,clear,21.4,1844,118.25,132.5,0.4056,0,0,0,0,high
11,0.25882,-0.96593,4,-0.43388,-0.90097,10,-0.86603,0.5,0,expressway,industrial,clear,11.5,2388,107.82,151.4,0.8709,0,0,0,0,severe
13,-0.25882,-0.96593,5,-0.97493,-0.22252,8,-0.86603,-0.5,1,expressway,residential,clear,29.57,3257,96.29,116.0,0.842,0,1,0,0,high
13,-0.25882,-0.96593,0,0.0,1.0,4,0.86603,-0.5,0,highway,suburban,rain,25.37,4023,74.38,56.4,1.0,0,0,0,0,severe
11,0.25882,-0.96593,3,0.43388,-0.90097,2,0.86603,0.5,0,arterial,CBD,clear,14.59,1956,61.86,87.8,0.9593,0,0,0,0,severe
0,0.0,1.0,0,0.0,1.0,11,-0.5,0.86603,0,arterial,industrial,fog,8.55,911,54.52,65.2,0.0866,0,0,0,0,moderate
17,-0.96593,-0.25882,3,0.43388,-0.90097,11,-0.5,0.86603,0,arterial,CBD,clear,13.72,4243,54.07,113.7,0.9674,0,1,0,0,severe
10,0.5,-0.86603,5,-0.97493,-0.22252,9,-1.0,-0.0,1,local,CBD,clear,30.83,231,43.32,144.3,0.8615,0,0,0,0,severe
8,0.86603,-0.5,1,0.78183,0.62349,6,0.0,-1.0,0,expressway,CBD,snow,26.22,7306,104.36,106.2,0.9737,0,1,0,0,high
14,-0.5,-0.86603,3,0.43388,-0.90097,3,1.0,0.0,0,local,CBD,rain,14.42,112,29.12,103.6,0.6954,0,0,0,0,moderate
21,-0.70711,0.70711,5,-0.97493,-0.22252,11,-0.5,0.86603,1,expressway,CBD,fog,20.25,534,32.65,60.7,0.5597,0,0,0,0,high
20,-0.86603,0.5,2,0.97493,-0.22252,1,0.5,0.86603,0,highway,industrial,clear,6.05,2828,102.43,70.8,0.9409,0,1,0,0,severe
9,0.70711,-0.70711,2,0.97493,-0.22252,3,1.0,0.0,0,local,residential,fog,17.2,6375,58.39,55.2,0.9735,0,0,1,0,severe
23,-0.25882,0.96593,1,0.78183,0.62349,5,0.5,-0.86603,0,local,residential,clear,26.15,0,42.76,62.3,0.121,0,0,0,0,low
20,-0.86603,0.5,1,0.78183,0.62349,9,-1.0,-0.0,0,expressway,CBD,clear,22.17,1977,123.25,124.9,0.6865,0,0,0,0,high
20,-0.86603,0.5,6,-0.78183,0.62349,10,-0.86603,0.5,1,local,suburban,storm,19.44,59,8.33,56.5,0.8649,0,0,0,1,severe
5,0.96593,0.25882,1,0.78183,0.62349,6,0.0,-1.0,0,highway,airport,rain,29.46,638,83.01,99.5,0.182,0,0,0,0,low
18,-1.0,-0.0,5,-0.97493,-0.22252,4,0.86603,-0.5,1,local,airport,storm,21.24,4923,41.65,123.1,0.9055,0,0,0,0,severe
7,0.96593,-0.25882,3,0.43388,-0.90097,6,0.0,-1.0,0,local,residential,clear,30.4,9052,100.72,130.7,0.9907,0,0,1,0,severe
19,-0.96593,0.25882,4,-0.43388,-0.90097,5,0.5,-0.86603,0,arterial,residential,fog,15.81,4092,41.65,66.8,0.947,0,0,0,0,severe
18,-1.0,-0.0,5,-0.97493,-0.22252,5,0.5,-0.86603,1,local,CBD,snow,21.15,805,15.02,124.8,0.9925,0,0,0,0,severe
0,0.0,1.0,1,0.78183,0.62349,7,-0.5,-0.86603,0,arterial,CBD,storm,34.15,1504,60.34,50.8,0.2641,1,0,0,0,moderate
2,0.5,0.86603,4,-0.43388,-0.90097,12,-0.0,1.0,0,arterial,airport,storm,6.18,660,22.01,28.9,0.1405,1,0,0,0,moderate
7,0.96593,-0.25882,1,0.78183,0.62349,8,-0.86603,-0.5,0,arterial,airport,clear,25.84,3490,56.43,136.7,0.9332,0,0,0,0,severe
0,0.0,1.0,1,0.78183,0.62349,2,0.86603,0.5,0,highway,industrial,snow,17.67,0,92.91,61.8,0.216,1,0,0,0,low
19,-0.96593,0.25882,2,0.97493,-0.22252,10,-0.86603,0.5,0,arterial,CBD,clear,20.95,3425,42.84,158.1,1.0,1,1,0,0,severe
3,0.70711,0.70711,5,-0.97493,-0.22252,1,0.5,0.86603,1,arterial,CBD,storm,5.9,49,24.86,101.7,0.1497,1,0,0,0,low
15,-0.70711,-0.70711,0,0.0,1.0,3,1.0,0.0,0,arterial,industrial,clear,16.08,2885,54.6,80.2,0.9542,0,1,0,1,severe
2,0.5,0.86603,6,-0.78183,0.62349,9,-1.0,-0.0,1,expressway,suburban,clear,20.26,651,119.07,124.7,0.2276,0,0,0,0,low
9,0.70711,-0.70711,4,-0.43388,-0.90097,12,-0.0,1.0,0,highway,residential,fog,6.2,1116,21.32,107.6,1.0,0,0,1,0,severe
19,-0.96593,0.25882,0,0.0,1.0,11,-0.5,0.86603,0,local,industrial,clear,14.24,912,19.01,151.6,0.9978,0,0,0,0,severe
8,0.86603,-0.5,2,0.97493,-0.22252,8,-0.86603,-0.5,0,arterial,suburban,rain,34.76,2772,34.4,95.7,1.0,0,0,0,0,severe
9,0.70711,-0.70711,3,0.43388,-0.90097,8,-0.86603,-0.5,0,arterial,industrial,clear,35.94,4178,44.94,140.6,0.9766,0,1,1,0,severe
22,-0.5,0.86603,4,-0.43388,-0.90097,12,-0.0,1.0,0,arterial,airport,rain,1.94,708,36.35,106.4,0.2924,0,0,0,0,low
16,-0.86603,-0.5,6,-0.78183,0.62349,8,-0.86603,-0.5,1,local,industrial,clear,30.3,989,40.47,92.5,1.0,0,0,0,0,severe
15,-0.70711,-0.70711,1,0.78183,0.62349,11,-0.5,0.86603,0,highway,industrial,clear,13.0,3316,96.05,131.1,1.0,0,0,0,0,severe
15,-0.70711,-0.70711,2,0.97493,-0.22252,2,0.86603,0.5,0,expressway,airport,clear,-0.11,3396,97.4,161.5,0.9996,0,1,0,0,severe
22,-0.5,0.86603,2,0.97493,-0.22252,5,0.5,-0.86603,0,local,CBD,clear,21.6,0,41.76,162.5,0.1975,0,0,0,0,low
15,-0.70711,-0.70711,2,0.97493,-0.22252,2,0.86603,0.5,0,expressway,CBD,rain,5.43,4376,97.76,56.0,0.9064,0,1,0,0,severe
10,0.5,-0.86603,0,0.0,1.0,1,0.5,0.86603,0,highway,CBD,clear,13.97,3451,91.9,153.3,0.9001,0,0,0,0,severe
16,-0.86603,-0.5,1,0.78183,0.62349,8,-0.86603,-0.5,0,expressway,CBD,clear,35.55,10420,108.19,89.8,0.9165,1,0,0,0,severe
17,-0.96593,-0.25882,6,-0.78183,0.62349,10,-0.86603,0.5,1,expressway,residential,storm,24.04,5365,49.47,128.7,0.9917,0,0,0,0,severe
18,-1.0,-0.0,3,0.43388,-0.90097,9,-1.0,-0.0,0,arterial,suburban,clear,20.44,3568,47.17,94.4,1.0,1,0,0,0,severe
10,0.5,-0.86603,2,0.97493,-0.22252,11,-0.5,0.86603,0,local,residential,storm,9.33,850,4.12,158.2,1.0,0,0,0,0,severe
12,0.0,-1.0,4,-0.43388,-0.90097,10,-0.86603,0.5,0,highway,CBD,rain,23.53,3902,78.18,129.5,0.9538,0,0,0,0,severe
7,0.96593,-0.25882,4,-0.43388,-0.90097,6,0.0,-1.0,0,expressway,CBD,snow,32.14,9595,61.01,121.2,0.9802,0,0,0,0,severe
2,0.5,0.86603,0,0.0,1.0,12,-0.0,1.0,0,highway,suburban,clear,7.97,136,63.01,123.1,0.26,0,0,0,0,low
21,-0.70711,0.70711,1,0.78183,0.62349,1,0.5,0.86603,0,expressway,CBD,storm,8.36,4282,49.61,128.1,1.0,0,0,0,0,severe
22,-0.5,0.86603,6,-0.78183,0.62349,7,-0.5,-0.86603,1,highway,airport,storm,22.27,308,107.85,121.7,0.0217,0,1,0,0,low
0,0.0,1.0,2,0.97493,-0.22252,6,0.0,-1.0,0,local,residential,clear,29.73,146,36.4,150.0,0.2866,0,1,1,0,high
21,-0.70711,0.70711,5,-0.97493,-0.22252,3,1.0,0.0,1,expressway,residential,clear,15.57,1392,109.77,55.8,0.3566,0,0,0,0,moderate
2,0.5,0.86603,3,0.43388,-0.90097,6,0.0,-1.0,0,expressway,residential,clear,24.65,823,118.68,155.5,0.0938,0,1,0,0,low
10,0.5,-0.86603,3,0.43388,-0.90097,11,-0.5,0.86603,0,arterial,industrial,clear,12.97,214,31.55,120.6,0.8016,0,0,0,0,severe
6,1.0,0.0,0,0.0,1.0,3,1.0,0.0,0,arterial,CBD,clear,15.22,1933,54.74,68.4,0.8301,0,0,0,0,severe
16,-0.86603,-0.5,6,-0.78183,0.62349,7,-0.5,-0.86603,1,highway,industrial,rain,29.44,4373,82.44,52.6,0.8626,0,0,0,0,severe
9,0.70711,-0.70711,6,-0.78183,0.62349,3,1.0,0.0,1,local,CBD,clear,9.65,3990,91.77,132.7,1.0,0,0,0,0,severe
11,0.25882,-0.96593,3,0.43388,-0.90097,1,0.5,0.86603,0,expressway,industrial,rain,9.72,4313,88.12,158.2,0.9857,0,0,0,0,severe
21,-0.70711,0.70711,2,0.97493,-0.22252,4,0.86603,-0.5,0,highway,residential,storm,17.85,2631,51.01,124.3,0.67,0,0,0,0,severe
21,-0.70711,0.70711,3,0.43388,-0.90097,9,-1.0,-0.0,0,arterial,airport,clear,30.38,956,62.76,91.5,0.817,0,0,0,0,severe
1,0.25882,0.96593,3,0.43388,-0.90097,4,0.86603,-0.5,0,expressway,airport,clear,20.2,759,119.09,89.1,0.3187,0,0,0,0,low
12,0.0,-1.0,0,0.0,1.0,7,-0.5,-0.86603,0,arterial,residential,clear,29.1,1625,52.42,164.4,1.0,0,1,0,0,severe
9,0.70711,-0.70711,1,0.78183,0.62349,3,1.0,0.0,0,expressway,CBD,snow,11.06,7300,63.99,135.6,1.0,0,0,0,0,severe
2,0.5,0.86603,6,-0.78183,0.62349,5,0.5,-0.86603,1,highway,industrial,fog,24.59,1060,87.52,114.8,0.1333,0,0,0,0,low
1,0.25882,0.96593,6,-0.78183,0.62349,11,-0.5,0.86603,1,expressway,residential,clear,11.27,1098,127.76,161.3,0.2235,0,0,0,0,low
2,0.5,0.86603,5,-0.97493,-0.22252,10,-0.86603,0.5,1,local,residential,rain,25.37,357,40.33,66.5,0.3065,0,0,0,0,moderate
11,0.25882,-0.96593,4,-0.43388,-0.90097,7,-0.5,-0.86603,0,arterial,industrial,fog,32.74,808,32.96,52.7,0.768,0,0,0,0,severe
20,-0.86603,0.5,5,-0.97493,-0.22252,7,-0.5,-0.86603,1,arterial,industrial,clear,23.95,1178,59.22,54.9,0.7671,0,1,1,0,high
18,-1.0,-0.0,4,-0.43388,-0.90097,12,-0.0,1.0,0,highway,residential,storm,12.44,1905,23.23,122.4,0.9603,1,0,0,0,severe
2,0.5,0.86603,2,0.97493,-0.22252,10,-0.86603,0.5,0,arterial,airport,snow,17.22,987,33.53,91.0,0.3251,0,0,0,0,low
1,0.25882,0.96593,1,0.78183,0.62349,10,-0.86603,0.5,0,expressway,residential,rain,22.78,1263,106.01,65.9,0.3137,1,1,1,0,low
2,0.5,0.86603,1,0.78183,0.62349,4,0.86603,-0.5,0,local,CBD,clear,27.88,545,45.35,112.7,0.2208,1,0,0,0,moderate
1,0.25882,0.96593,1,0.78183,0.62349,1,0.5,0.86603,0,expressway,suburban,clear,5.66,593,117.62,85.6,0.2392,0,1,1,0,low
10,0.5,-0.86603,0,0.0,1.0,11,-0.5,0.86603,0,arterial,industrial,rain,9.42,4030,84.28,56.5,0.9762,0,0,0,0,severe
2,0.5,0.86603,4,-0.43388,-0.90097,8,-0.86603,-0.5,0,highway,airport,clear,29.91,67,112.22,70.5,0.1258,0,0,0,0,low
14,-0.5,-0.86603,2,0.97493,-0.22252,3,1.0,0.0,0,highway,CBD,storm,11.22,2629,48.58,80.7,1.0,0,0,0,0,severe
19,-0.96593,0.25882,5,-0.97493,-0.22252,11,-0.5,0.86603,1,expressway,industrial,clear,17.06,5545,109.82,49.9,0.983,0,0,0,0,severe
12,0.0,-1.0,0,0.0,1.0,2,0.86603,0.5,0,highway,industrial,clear,11.24,4163,95.04,57.7,0.9546,0,0,0,0,severe
1,0.25882,0.96593,6,-0.78183,0.62349,12,-0.0,1.0,1,expressway,CBD,fog,10.24,260,88.44,77.3,0.071,0,0,0,0,low
4,0.86603,0.5,2,0.97493,-0.22252,8,-0.86603,-0.5,0,expressway,residential,clear,28.23,442,116.64,100.3,0.0344,0,1,0,0,low
20,-0.86603,0.5,2,0.97493,-0.22252,1,0.5,0.86603,0,highway,airport,clear,4.81,1932,109.26,87.2,0.8415,0,0,1,0,severe
21,-0.70711,0.70711,3,0.43388,-0.90097,7,-0.5,-0.86603,0,arterial,CBD,fog,39.3,2458,79.05,82.7,0.7421,0,0,0,0,high
11,0.25882,-0.96593,0,0.0,1.0,6,0.0,-1.0,0,local,industrial,snow,31.52,0,40.44,64.7,0.9334,0,0,0,0,high
15,-0.70711,-0.70711,6,-0.78183,0.62349,6,0.0,-1.0,1,expressway,residential,clear,23.67,1371,124.98,152.4,0.3464,0,1,0,0,moderate
13,-0.25882,-0.96593,6,-0.78183,0.62349,1,0.5,0.86603,1,local,CBD,rain,15.8,0,36.52,78.2,0.9516,0,0,0,0,severe
12,0.0,-1.0,3,0.43388,-0.90097,3,1.0,0.0,0,expressway,CBD,clear,15.98,6294,103.93,104.8,0.8987,0,0,0,1,severe
2,0.5,0.86603,0,0.0,1.0,5,0.5,-0.86603,0,local,CBD,rain,23.16,88,41.06,80.6,0.1941,0,0,0,0,low
13,-0.25882,-0.96593,1,0.78183,0.62349,11,-0.5,0.86603,0,local,CBD,clear,9.42,680,50.6,123.2,1.0,0,0,0,0,severe
15,-0.70711,-0.70711,0,0.0,1.0,6,0.0,-1.0,0,local,suburban,rain,32.48,814,35.48,111.8,0.6013,0,0,0,0,high
17,-0.96593,-0.25882,1,0.78183,0.62349,2,0.86603,0.5,0,local,CBD,clear,7.07,724,36.03,158.9,0.916,0,0,1,0,severe
6,1.0,0.0,5,-0.97493,-0.22252,3,1.0,0.0,1,expressway,airport,rain,17.24,1329,118.78,107.4,0.3739,0,0,0,0,low
12,0.0,-1.0,1,0.78183,0.62349,5,0.5,-0.86603,0,local,residential,fog,26.45,352,27.57,122.3,1.0,0,0,0,0,severe
1,0.25882,0.96593,6,-0.78183,0.62349,12,-0.0,1.0,1,expressway,residential,clear,4.8,1418,128.19,88.4,0.3634,0,0,0,1,low
17,-0.96593,-0.25882,0,0.0,1.0,3,1.0,0.0,0,expressway,airport,fog,12.56,8895,69.2,93.8,0.9799,0,0,0,0,severe
4,0.86603,0.5,1,0.78183,0.62349,9,-1.0,-0.0,0,arterial,residential,clear,34.01,865,111.43,124.3,0.3296,0,0,0,0,moderate
13,-0.25882,-0.96593,2,0.97493,-0.22252,10,-0.86603,0.5,0,highway,industrial,clear,23.51,5015,97.81,111.2,0.9305,0,0,0,0,severe
15,-0.70711,-0.70711,6,-0.78183,0.62349,4,0.86603,-0.5,1,arterial,CBD,clear,22.63,1209,62.44,146.7,0.6763,0,1,0,0,high
9,0.70711,-0.70711,1,0.78183,0.62349,12,-0.0,1.0,0,arterial,industrial,rain,2.92,3845,36.84,144.8,0.9917,0,0,0,0,severe
18,-1.0,-0.0,6,-0.78183,0.62349,12,-0.0,1.0,1,arterial,CBD,storm,4.86,2151,20.57,60.0,1.0,0,0,0,0,severe
14,-0.5,-0.86603,5,-0.97493,-0.22252,5,0.5,-0.86603,1,highway,residential,rain,22.36,2291,78.65,87.1,0.6644,1,0,0,0,severe
22,-0.5,0.86603,2,0.97493,-0.22252,7,-0.5,-0.86603,0,arterial,suburban,snow,26.74,106,37.42,49.4,0.1832,0,0,0,0,moderate
20,-0.86603,0.5,0,0.0,1.0,4,0.86603,-0.5,0,highway,residential,storm,18.23,1034,95.23,76.8,0.5611,0,0,0,0,severe
5,0.96593,0.25882,0,0.0,1.0,10,-0.86603,0.5,0,arterial,residential,snow,20.93,376,46.17,153.3,0.0,0,0,0,0,low
12,0.0,-1.0,0,0.0,1.0,11,-0.5,0.86603,0,arterial,CBD,clear,19.95,2984,66.41,56.6,0.9083,0,1,0,0,severe
5,0.96593,0.25882,1,0.78183,0.62349,6,0.0,-1.0,0,local,industrial,rain,31.72,642,31.98,50.2,0.2767,1,0,0,1,moderate
